partition_column,movie_id,movie_name,rating,user_id
27965,216,When Harry Met Sally... (1989),3,246
27966,286,English Patient,4,305
27967,123,Frighteners,2,490
27968,257,Men in Black (1997),5,145
27969,56,Pulp Fiction (1994),4,336
27970,764,If Lucy Fell (1996),1,490
27971,1407,Specialist,3,378
27972,678,Volcano (1997),2,323
27973,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4,234
27974,479,Vertigo (1958),5,311
27975,340,Boogie Nights (1997),5,303
27976,355,Sphere (1998),3,3
27977,976,Solo (1996),1,21
27978,143,Sound of Music,3,500
27979,1090,Sliver (1993),5,332
27980,522,Down by Law (1986),3,308
27981,554,Waterworld (1995),2,92
27982,188,Full Metal Jacket (1987),2,38
27983,367,Clueless (1995),5,342
27984,259,George of the Jungle (1997),3,341
27985,148,Ghost and the Darkness,3,27
27986,250,Fifth Element,4,103
27987,248,Grosse Pointe Blank (1997),5,416
27988,1211,Blue Sky (1994),3,378
27989,298,Face/Off (1997),4,453
27990,96,Terminator 2: Judgment Day (1991),5,97
27991,50,Star Wars (1977),3,194
27992,95,Aladdin (1992),5,13
27993,1402,Ciao,1,279
27994,183,Alien (1979),4,370
27995,952,Blue in the Face (1995),3,303
27996,63,Santa Clause,2,65
27997,99,Snow White and the Seven Dwarfs (1937),4,82
27998,740,Jane Eyre (1996),2,82
27999,194,Sting,3,102
28000,582,Piano,3,533
28001,905,Great Expectations (1998),1,334
28002,413,Tales from the Crypt Presents: Bordello of Blood (1996),3,195
28003,180,Apocalypse Now (1979),5,214
28004,306,Mrs. Brown (Her Majesty,4,360
28005,792,Bullets Over Broadway (1994),4,305
28006,357,One Flew Over the Cuckoo's Nest (1975),5,311
28007,772,Kids (1995),4,406
28008,179,Clockwork Orange,4,250
28009,1105,Firestorm (1998),2,58
28010,710,Better Off Dead... (1985),4,222
28011,526,Ben-Hur (1959),3,537
28012,70,Four Weddings and a Funeral (1994),4,109
28013,195,Terminator,3,505
28014,855,Diva (1981),3,189
28015,161,Top Gun (1986),5,497
28016,165,Jean de Florette (1986),4,535
28017,693,Casino (1995),4,504
28018,1521,Mr. Wonderful (1993),3,478
28019,172,Empire Strikes Back,5,346
28020,508,People vs. Larry Flynt,4,303
28021,54,Outbreak (1995),3,497
28022,27,Bad Boys (1995),4,7
28023,288,Scream (1996),3,420
28024,301,In & Out (1997),4,21
28025,157,Platoon (1986),4,435
28026,501,Dumbo (1941),2,497
28027,462,Like Water For Chocolate (Como agua para chocolate) (1992),3,456
28028,518,Miller's Crossing (1990),4,269
28029,815,One Fine Day (1996),3,500
28030,385,True Lies (1994),3,373
28031,483,Casablanca (1942),5,389
28032,291,Absolute Power (1997),4,407
28033,252,Lost World: Jurassic Park,4,533
28034,982,Maximum Risk (1996),1,181
28035,170,Cinema Paradiso (1988),5,90
28036,513,Third Man,5,118
28037,651,Glory (1989),4,533
28038,111,Truth About Cats & Dogs,3,447
28039,127,Godfather,5,527
28040,338,Bean (1997),2,435
28041,508,People vs. Larry Flynt,4,406
28042,288,Scream (1996),5,472
28043,274,Sabrina (1995),4,536
28044,609,Father of the Bride (1950),4,514
28045,331,Edge,5,489
28046,627,Robin Hood: Prince of Thieves (1991),1,405
28047,479,Vertigo (1958),4,123
28048,158,Weekend at Bernie's (1989),3,276
28049,751,Tomorrow Never Dies (1997),4,178
28050,566,Clear and Present Danger (1994),5,145
28051,531,Shine (1996),2,454
28052,358,Spawn (1997),5,36
28053,302,L.A. Confidential (1997),4,15
28054,1074,Reality Bites (1994),4,109
28055,82,Jurassic Park (1993),4,216
28056,399,Three Musketeers,3,5
28057,217,Bram Stoker's Dracula (1992),3,437
28058,197,Graduate,5,71
28059,502,Bananas (1971),3,327
28060,105,Sgt. Bilko (1996),3,38
28061,1047,Multiplicity (1996),4,534
28062,125,Phenomenon (1996),5,295
28063,914,Wild Things (1998),3,421
28064,223,Sling Blade (1996),4,508
28065,198,Nikita (La Femme Nikita) (1990),5,285
28066,1265,Star Maps (1997),5,427
28067,128,Supercop (1992),3,435
28068,895,Scream 2 (1997),4,388
28069,38,Net,2,435
28070,609,Father of the Bride (1950),3,7
28071,871,Vegas Vacation (1997),1,385
28072,690,Seven Years in Tibet (1997),4,79
28073,702,Barcelona (1994),1,405
28074,448,Omen,3,416
28075,643,The Innocent (1994),1,405
28076,303,Ulee's Gold (1997),5,427
28077,14,Postino,3,518
28078,282,Time to Kill,2,458
28079,124,Lone Star (1996),4,342
28080,483,Casablanca (1942),4,524
28081,179,Clockwork Orange,4,200
28082,52,Madness of King George,4,59
28083,348,Desperate Measures (1998),4,532
28084,82,Jurassic Park (1993),3,184
28085,419,Mary Poppins (1964),3,504
28086,1135,Doors,4,504
28087,46,Exotica (1994),3,537
28088,430,Duck Soup (1933),5,313
28089,823,Mulholland Falls (1996),3,144
28090,42,Clerks (1994),4,272
28091,190,Henry V (1989),1,239
28092,450,Star Trek V: The Final Frontier (1989),3,145
28093,258,Contact (1997),3,278
28094,502,Bananas (1971),5,87
28095,409,Jack (1996),2,313
28096,252,Lost World: Jurassic Park,4,459
28097,410,Kingpin (1996),3,342
28098,347,Wag the Dog (1997),3,408
28099,515,Boot,4,422
28100,88,Sleepless in Seattle (1993),4,506
28101,326,G.I. Jane (1997),4,454
28102,217,Bram Stoker's Dracula (1992),4,497
28103,700,Miami Rhapsody (1995),2,398
28104,1305,National Lampoon's Senior Trip (1995),4,279
28105,882,Washington Square (1997),5,260
28106,582,Piano,4,327
28107,271,Starship Troopers (1997),5,511
28108,300,Air Force One (1997),5,119
28109,302,L.A. Confidential (1997),4,293
28110,274,Sabrina (1995),3,329
28111,276,Leaving Las Vegas (1995),5,449
28112,89,Blade Runner (1982),5,417
28113,1303,Getaway,3,291
28114,529,My Life as a Dog (Mitt liv som hund) (1985),4,299
28115,323,Dante's Peak (1997),3,28
28116,255,My Best Friend's Wedding (1997),3,484
28117,1093,Live Nude Girls (1995),4,535
28118,673,Cape Fear (1962),3,450
28119,917,Mercury Rising (1998),4,416
28120,399,Three Musketeers,1,405
28121,132,Wizard of Oz,5,468
28122,1598,City of Industry (1997),1,433
28123,16,French Twist (Gazon maudit) (1995),3,305
28124,98,Silence of the Lambs,4,425
28125,587,Hour of the Pig,3,399
28126,517,Manhattan (1979),2,452
28127,191,Amadeus (1984),4,83
28128,657,Manchurian Candidate,5,491
28129,1514,Dream With the Fishes (1997),4,486
28130,250,Fifth Element,4,387
28131,781,French Kiss (1995),3,18
28132,174,Raiders of the Lost Ark (1981),2,342
28133,206,Akira (1988),1,406
28134,121,Independence Day (ID4) (1996),4,83
28135,87,Searching for Bobby Fischer (1993),5,144
28136,64,Shawshank Redemption,4,92
28137,539,Mouse Hunt (1997),1,408
28138,176,Aliens (1986),4,466
28139,527,Gandhi (1982),3,379
28140,631,Crying Game,2,454
28141,323,Dante's Peak (1997),5,507
28142,423,E.T. the Extra-Terrestrial (1982),4,201
28143,1067,Bottle Rocket (1996),3,442
28144,20,Angels and Insects (1995),4,184
28145,1073,Shallow Grave (1994),2,327
28146,1126,Old Man and the Sea,3,308
28147,764,If Lucy Fell (1996),4,188
28148,527,Gandhi (1982),5,233
28149,127,Godfather,2,141
28150,1558,Aparajito (1956),5,469
28151,282,Time to Kill,5,274
28152,1469,Tom and Huck (1995),3,254
28153,1426,Grace of My Heart (1996),3,498
28154,93,Welcome to the Dollhouse (1995),4,439
28155,763,Happy Gilmore (1996),4,291
28156,425,Bob Roberts (1992),3,18
28157,603,Rear Window (1954),3,51
28158,77,Firm,5,7
28159,31,Crimson Tide (1995),4,130
28160,824,Great White Hype,3,293
28161,473,James and the Giant Peach (1996),2,262
28162,288,Scream (1996),2,346
28163,924,White Squall (1996),1,223
28164,126,Spitfire Grill,2,490
28165,9,Dead Man Walking (1995),4,194
28166,325,Crash (1996),4,392
28167,427,To Kill a Mockingbird (1962),4,454
28168,735,Philadelphia (1993),2,454
28169,1012,Private Parts (1997),4,26
28170,1,Toy Story (1995),4,275
28171,294,Liar Liar (1997),1,34
28172,1044,Paper,3,407
28173,173,Princess Bride,4,469
28174,723,Boys on the Side (1995),3,222
28175,56,Pulp Fiction (1994),4,450
28176,528,Killing Fields,5,493
28177,89,Blade Runner (1982),5,200
28178,182,GoodFellas (1990),3,503
28179,597,Eraser (1996),5,332
28180,1428,SubUrbia (1997),4,385
28181,24,Rumble in the Bronx (1995),5,213
28182,172,Empire Strikes Back,3,214
28183,324,Lost Highway (1997),5,50
28184,602,American in Paris,3,271
28185,425,Bob Roberts (1992),3,370
28186,940,Airheads (1994),2,450
28187,230,Star Trek IV: The Voyage Home (1986),4,506
28188,450,Star Trek V: The Final Frontier (1989),5,533
28189,546,Broken Arrow (1996),2,217
28190,147,Long Kiss Goodnight,2,445
28191,510,Magnificent Seven,4,334
28192,182,GoodFellas (1990),4,378
28193,763,Happy Gilmore (1996),3,276
28194,800,In the Mouth of Madness (1995),3,92
28195,300,Air Force One (1997),3,88
28196,4,Get Shorty (1995),4,373
28197,196,Dead Poets Society (1989),3,342
28198,378,Miracle on 34th Street (1994),4,151
28199,449,Star Trek: The Motion Picture (1979),3,92
28200,132,Wizard of Oz,5,18
28201,456,Beverly Hills Ninja (1997),1,5
28202,72,Mask,3,474
28203,522,Down by Law (1986),4,214
28204,153,Fish Called Wanda,1,180
28205,126,Spitfire Grill,5,455
28206,582,Piano,5,201
28207,421,William Shakespeare's Romeo and Juliet (1996),4,437
28208,265,Hunt for Red October,4,153
28209,681,Wishmaster (1997),3,489
28210,300,Air Force One (1997),5,428
28211,418,Cinderella (1950),3,313
28212,840,Last Man Standing (1996),2,313
28213,228,Star Trek: The Wrath of Khan (1982),4,488
28214,869,Fools Rush In (1997),3,318
28215,1415,Next Karate Kid,3,504
28216,122,Cable Guy,2,484
28217,252,Lost World: Jurassic Park,2,347
28218,181,Return of the Jedi (1983),2,183
28219,208,Young Frankenstein (1974),4,373
28220,1051,Associate,3,520
28221,1050,Ghost and Mrs. Muir,2,59
28222,744,Michael Collins (1996),1,224
28223,258,Contact (1997),5,443
28224,80,Hot Shots! Part Deux (1993),1,49
28225,750,Amistad (1997),3,14
28226,1,Toy Story (1995),5,252
28227,305,Ice Storm,4,220
28228,161,Top Gun (1986),4,42
28229,255,My Best Friend's Wedding (1997),5,103
28230,1192,Boys of St. Vincent,5,450
28231,233,Under Siege (1992),4,256
28232,820,Space Jam (1996),4,357
28233,47,Ed Wood (1994),4,429
28234,179,Clockwork Orange,5,406
28235,871,Vegas Vacation (1997),3,168
28236,748,Saint,2,466
28237,118,Twister (1996),3,72
28238,380,Star Trek: Generations (1994),4,457
28239,204,Back to the Future (1985),5,527
28240,156,Reservoir Dogs (1992),5,453
28241,195,Terminator,4,25
28242,89,Blade Runner (1982),3,393
28243,192,Raging Bull (1980),5,385
28244,1133,Escape to Witch Mountain (1975),2,435
28245,265,Hunt for Red October,3,254
28246,672,Candyman (1992),1,435
28247,859,April Fool's Day (1986),4,363
28248,463,Secret of Roan Inish,3,58
28249,602,American in Paris,3,537
28250,210,Indiana Jones and the Last Crusade (1989),3,207
28251,733,Go Fish (1994),5,180
28252,216,When Harry Met Sally... (1989),4,22
28253,110,Operation Dumbo Drop (1995),3,373
28254,174,Raiders of the Lost Ark (1981),4,256
28255,28,Apollo 13 (1995),4,504
28256,22,Braveheart (1995),5,459
28257,53,Natural Born Killers (1994),1,495
28258,146,Unhook the Stars (1996),2,486
28259,748,Saint,4,437
28260,158,Weekend at Bernie's (1989),3,450
28261,307,Devil's Advocate,3,485
28262,789,Swimming with Sharks (1995),3,201
28263,510,Magnificent Seven,4,16
28264,584,Secret Garden,4,455
28265,317,In the Name of the Father (1993),2,43
28266,568,Speed (1994),4,454
28267,429,Day the Earth Stood Still,4,44
28268,628,Sleepers (1996),2,177
28269,428,Harold and Maude (1971),5,457
28270,313,Titanic (1997),5,503
28271,769,Congo (1995),1,387
28272,325,Crash (1996),3,110
28273,203,Unforgiven (1992),4,450
28274,780,Dumb & Dumber (1994),1,23
28275,62,Stargate (1994),5,127
28276,218,Cape Fear (1991),3,128
28277,562,Quick and the Dead,2,497
28278,749,MatchMaker,4,133
28279,92,True Romance (1993),3,13
28280,508,People vs. Larry Flynt,5,343
28281,172,Empire Strikes Back,2,500
28282,405,Mission: Impossible (1996),3,7
28283,258,Contact (1997),5,464
28284,323,Dante's Peak (1997),5,348
28285,328,Conspiracy Theory (1997),1,268
28286,462,Like Water For Chocolate (Como agua para chocolate) (1992),4,391
28287,194,Sting,3,59
28288,651,Glory (1989),4,311
28289,97,Dances with Wolves (1990),4,94
28290,427,To Kill a Mockingbird (1962),5,230
28291,168,Monty Python and the Holy Grail (1974),5,497
28292,117,Rock,4,297
28293,588,Beauty and the Beast (1991),3,345
28294,322,Murder at 1600 (1997),4,332
28295,193,Right Stuff,5,450
28296,455,Jackie Chan's First Strike (1996),5,534
28297,489,Notorious (1946),3,498
28298,739,Pretty Woman (1990),4,208
28299,143,Sound of Music,2,374
28300,416,Old Yeller (1957),3,275
28301,569,Wolf (1994),1,405
28302,802,Hard Target (1993),3,110
28303,24,Rumble in the Bronx (1995),3,11
28304,131,Breakfast at Tiffany's (1961),3,389
28305,633,Christmas Carol,3,399
28306,508,People vs. Larry Flynt,2,104
28307,972,Passion Fish (1992),3,504
28308,514,Annie Hall (1977),5,409
28309,972,Passion Fish (1992),4,416
28310,11,Seven (Se7en) (1995),5,474
28311,993,Hercules (1997),5,314
28312,589,Wild Bunch,4,328
28313,1006,Until the End of the World (Bis ans Ende der Welt) (1991),3,269
28314,77,Firm,2,246
28315,655,Stand by Me (1986),4,497
28316,131,Breakfast at Tiffany's (1961),3,234
28317,649,Once Upon a Time in America (1984),3,328
28318,452,Jaws 2 (1978),2,109
28319,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4,425
28320,41,Billy Madison (1995),1,405
28321,70,Four Weddings and a Funeral (1994),3,405
28322,98,Silence of the Lambs,5,430
28323,724,Circle of Friends (1995),4,533
28324,100,Fargo (1996),3,456
28325,94,Home Alone (1990),5,95
28326,289,Evita (1996),2,73
28327,1182,Cops and Robbersons (1994),1,405
28328,105,Sgt. Bilko (1996),2,497
28329,842,Pollyanna (1960),4,234
28330,692,American President,1,49
28331,230,Star Trek IV: The Voyage Home (1986),3,326
28332,459,Cry,4,344
28333,215,Field of Dreams (1989),4,487
28334,302,L.A. Confidential (1997),5,489
28335,281,River Wild,3,447
28336,1035,Cool Runnings (1993),4,56
28337,183,Alien (1979),5,64
28338,529,My Life as a Dog (Mitt liv som hund) (1985),4,500
28339,1170,Spanking the Monkey (1994),3,85
28340,580,Englishman Who Went Up a Hill,5,11
28341,328,Conspiracy Theory (1997),4,401
28342,14,Postino,4,2
28343,223,Sling Blade (1996),4,305
28344,423,E.T. the Extra-Terrestrial (1982),4,354
28345,959,Dazed and Confused (1993),2,346
28346,845,That Thing You Do! (1996),3,99
28347,682,I Know What You Did Last Summer (1997),1,537
28348,760,Screamers (1995),1,181
28349,179,Clockwork Orange,4,514
28350,612,Lost Horizon (1937),4,450
28351,64,Shawshank Redemption,2,445
28352,292,Rosewood (1997),5,13
28353,15,Mr. Holland's Opus (1995),5,152
28354,546,Broken Arrow (1996),3,348
28355,623,Angels in the Outfield (1994),3,505
28356,872,Love Jones (1997),5,374
28357,150,Swingers (1996),5,508
28358,413,Tales from the Crypt Presents: Bordello of Blood (1996),4,246
28359,510,Magnificent Seven,5,506
28360,530,Man Who Would Be King,4,321
28361,163,Return of the Pink Panther,3,234
28362,895,Scream 2 (1997),3,363
28363,294,Liar Liar (1997),4,168
28364,168,Monty Python and the Holy Grail (1974),3,5
28365,468,Rudy (1993),2,347
28366,715,To Die For (1995),2,62
28367,56,Pulp Fiction (1994),5,394
28368,662,Somewhere in Time (1980),4,488
28369,908,Half Baked (1998),5,489
28370,211,M*A*S*H (1970),5,406
28371,763,Happy Gilmore (1996),1,20
28372,33,Desperado (1995),4,476
28373,402,Ghost (1990),2,216
28374,482,Some Like It Hot (1959),3,442
28375,646,Once Upon a Time in the West (1969),5,527
28376,1,Toy Story (1995),5,230
28377,154,Monty Python's Life of Brian (1979),4,523
28378,216,When Harry Met Sally... (1989),4,96
28379,227,Star Trek VI: The Undiscovered Country (1991),3,222
28380,270,Gattaca (1997),2,486
28381,522,Down by Law (1986),4,500
28382,557,Farinelli: il castrato (1994),3,537
28383,595,Fan,2,121
28384,410,Kingpin (1996),5,252
28385,124,Lone Star (1996),3,201
28386,864,My Fellow Americans (1996),3,271
28387,529,My Life as a Dog (Mitt liv som hund) (1985),2,406
28388,870,Touch (1997),3,393
28389,203,Unforgiven (1992),4,64
28390,53,Natural Born Killers (1994),1,269
28391,243,Jungle2Jungle (1997),4,137
28392,64,Shawshank Redemption,3,527
28393,937,Thousand Acres,4,451
28394,232,Young Guns (1988),4,291
28395,128,Supercop (1992),4,291
28396,223,Sling Blade (1996),4,233
28397,172,Empire Strikes Back,5,369
28398,83,Much Ado About Nothing (1993),5,514
28399,652,Rosencrantz and Guildenstern Are Dead (1990),2,406
28400,772,Kids (1995),1,172
28401,195,Terminator,4,12
28402,299,Hoodlum (1997),1,451
28403,72,Mask,4,417
28404,423,E.T. the Extra-Terrestrial (1982),5,254
28405,89,Blade Runner (1982),3,271
28406,73,Maverick (1994),3,487
28407,257,Men in Black (1997),4,298
28408,211,M*A*S*H (1970),4,82
28409,1014,Romy and Michele's High School Reunion (1997),3,506
28410,448,Omen,5,363
28411,235,Mars Attacks! (1996),3,102
28412,1041,Forget Paris (1995),4,87
28413,29,Batman Forever (1995),1,363
28414,333,Game,4,488
28415,271,Starship Troopers (1997),5,440
28416,756,Father of the Bride Part II (1995),4,541
28417,85,Ref,4,405
28418,504,Bonnie and Clyde (1967),3,537
28419,682,I Know What You Did Last Summer (1997),1,466
28420,358,Spawn (1997),2,528
28421,410,Kingpin (1996),2,524
28422,79,Fugitive,4,497
28423,690,Seven Years in Tibet (1997),4,100
28424,1,Toy Story (1995),4,249
28425,1004,Geronimo: An American Legend (1993),4,504
28426,331,Edge,2,486
28427,707,Enchanted April (1991),5,286
28428,1183,Cowboy Way,3,442
28429,482,Some Like It Hot (1959),4,293
28430,462,Like Water For Chocolate (Como agua para chocolate) (1992),4,82
28431,194,Sting,4,1
28432,391,Last Action Hero (1993),3,7
28433,239,Sneakers (1992),4,109
28434,345,Deconstructing Harry (1997),4,407
28435,993,Hercules (1997),3,459
28436,404,Pinocchio (1940),3,393
28437,214,Pink Floyd - The Wall (1982),4,222
28438,272,Good Will Hunting (1997),4,163
28439,427,To Kill a Mockingbird (1962),4,121
28440,678,Volcano (1997),3,254
28441,42,Clerks (1994),3,481
28442,236,Citizen Ruth (1996),4,291
28443,490,To Catch a Thief (1955),2,454
28444,603,Rear Window (1954),4,363
28445,943,Killing Zoe (1994),4,343
28446,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4,160
28447,673,Cape Fear (1962),3,533
28448,7,Twelve Monkeys (1995),2,382
28449,164,Abyss,3,538
28450,550,Die Hard: With a Vengeance (1995),5,374
28451,19,Antonia's Line (1995),3,90
28452,682,I Know What You Did Last Summer (1997),2,381
28453,299,Hoodlum (1997),2,511
28454,1054,Mr. Wrong (1996),2,450
28455,732,Dave (1993),3,293
28456,336,Playing God (1997),2,486
28457,548,NeverEnding Story III,1,405
28458,501,Dumbo (1941),3,301
28459,1065,Koyaanisqatsi (1983),1,537
28460,176,Aliens (1986),5,59
28461,651,Glory (1989),4,327
28462,180,Apocalypse Now (1979),5,343
28463,59,Three Colors: Red (1994),2,453
28464,264,Mimic (1997),3,429
28465,483,Casablanca (1942),5,447
28466,95,Aladdin (1992),4,60
28467,1199,Cemetery Man (Dellamorte Dellamore) (1994),3,422
28468,198,Nikita (La Femme Nikita) (1990),5,512
28469,395,Robin Hood: Men in Tights (1993),4,279
28470,322,Murder at 1600 (1997),4,533
28471,174,Raiders of the Lost Ark (1981),5,421
28472,240,Beavis and Butt-head Do America (1996),4,221
28473,1091,Pete's Dragon (1977),1,387
28474,200,Shining,2,488
28475,288,Scream (1996),4,515
28476,170,Cinema Paradiso (1988),5,360
28477,447,Carrie (1976),5,372
28478,195,Terminator,5,200
28479,280,Up Close and Personal (1996),3,15
28480,443,Birds,3,504
28481,1041,Forget Paris (1995),5,280
28482,222,Star Trek: First Contact (1996),4,394
28483,191,Amadeus (1984),3,325
28484,69,Forrest Gump (1994),4,262
28485,286,English Patient,5,417
28486,97,Dances with Wolves (1990),3,492
28487,134,Citizen Kane (1941),3,450
28488,739,Pretty Woman (1990),4,109
28489,269,Full Monty,5,64
28490,1091,Pete's Dragon (1977),2,268
28491,257,Men in Black (1997),4,497
28492,215,Field of Dreams (1989),2,305
28493,566,Clear and Present Danger (1994),4,207
28494,655,Stand by Me (1986),5,532
28495,328,Conspiracy Theory (1997),1,423
28496,151,Willy Wonka and the Chocolate Factory (1971),5,303
28497,197,Graduate,3,299
28498,163,Return of the Pink Panther,4,373
28499,680,Kull the Conqueror (1997),1,509
28500,151,Willy Wonka and the Chocolate Factory (1971),2,236
28501,81,Hudsucker Proxy,3,82
28502,496,It's a Wonderful Life (1946),5,409
28503,44,Dolores Claiborne (1994),1,326
28504,344,Apostle,4,392
28505,121,Independence Day (ID4) (1996),3,486
28506,13,Mighty Aphrodite (1995),4,508
28507,385,True Lies (1994),5,394
28508,702,Barcelona (1994),4,524
28509,171,Delicatessen (1991),3,535
28510,527,Gandhi (1982),4,10
28511,222,Star Trek: First Contact (1996),3,455
28512,53,Natural Born Killers (1994),2,361
28513,1041,Forget Paris (1995),3,334
28514,302,L.A. Confidential (1997),4,421
28515,183,Alien (1979),5,94
28516,1,Toy Story (1995),5,93
28517,520,Great Escape,5,506
28518,144,Die Hard (1988),5,394
28519,408,Close Shave,5,267
28520,596,Hunchback of Notre Dame,4,481
28521,360,Wonderland (1997),1,181
28522,665,Alien 3 (1992),3,130
28523,875,She's So Lovely (1997),2,205
28524,134,Citizen Kane (1941),5,339
28525,199,Bridge on the River Kwai,5,474
28526,1044,Paper,4,435
28527,471,Courage Under Fire (1996),5,357
28528,41,Billy Madison (1995),3,94
28529,193,Right Stuff,4,524
28530,506,Rebel Without a Cause (1955),5,535
28531,411,Nutty Professor,4,389
28532,572,Blown Away (1994),3,246
28533,190,Henry V (1989),4,465
28534,245,Devil's Own,4,240
28535,20,Angels and Insects (1995),5,457
28536,144,Die Hard (1988),3,373
28537,825,Arrival,4,145
28538,195,Terminator,5,64
28539,234,Jaws (1975),4,458
28540,1014,Romy and Michele's High School Reunion (1997),3,393
28541,172,Empire Strikes Back,4,327
28542,707,Enchanted April (1991),2,401
28543,866,Michael (1996),4,84
28544,268,Chasing Amy (1997),5,473
28545,710,Better Off Dead... (1985),4,435
28546,96,Terminator 2: Judgment Day (1991),4,504
28547,54,Outbreak (1995),4,200
28548,98,Silence of the Lambs,5,200
28549,117,Rock,5,256
28550,182,GoodFellas (1990),5,293
28551,742,Ransom (1996),4,277
28552,255,My Best Friend's Wedding (1997),5,477
28553,1407,Specialist,1,276
28554,200,Shining,2,28
28555,288,Scream (1996),5,478
28556,150,Swingers (1996),3,537
28557,790,Tommy Boy (1995),1,180
28558,203,Unforgiven (1992),4,537
28559,177,Good,3,537
28560,179,Clockwork Orange,3,95
28561,277,Restoration (1995),4,455
28562,489,Notorious (1946),4,59
28563,344,Apostle,3,514
28564,202,Groundhog Day (1993),4,12
28565,707,Enchanted April (1991),3,363
28566,855,Diva (1981),5,219
28567,516,Local Hero (1983),5,523
28568,179,Clockwork Orange,3,429
28569,507,Streetcar Named Desire,4,537
28570,311,Wings of the Dove,4,126
28571,15,Mr. Holland's Opus (1995),3,293
28572,213,Room with a View,3,499
28573,179,Clockwork Orange,5,524
28574,952,Blue in the Face (1995),2,458
28575,529,My Life as a Dog (Mitt liv som hund) (1985),4,457
28576,50,Star Wars (1977),5,45
28577,365,Powder (1995),2,345
28578,114,Wallace & Gromit: The Best of Aardman Animation (1996),3,370
28579,71,Lion King,3,391
28580,275,Sense and Sensibility (1995),3,236
28581,162,On Golden Pond (1981),3,495
28582,379,Tales From the Crypt Presents: Demon Knight (1995),3,145
28583,27,Bad Boys (1995),3,466
28584,182,GoodFellas (1990),4,458
28585,96,Terminator 2: Judgment Day (1991),4,53
28586,880,Soul Food (1997),2,351
28587,235,Mars Attacks! (1996),4,406
28588,219,Nightmare on Elm Street,1,42
28589,546,Broken Arrow (1996),4,513
28590,133,Gone with the Wind (1939),3,298
28591,137,Big Night (1996),1,89
28592,1265,Star Maps (1997),3,455
28593,41,Billy Madison (1995),2,125
28594,322,Murder at 1600 (1997),3,98
28595,18,White Balloon,3,90
28596,657,Manchurian Candidate,5,426
28597,662,Somewhere in Time (1980),3,535
28598,546,Broken Arrow (1996),1,234
28599,1411,Barbarella (1968),2,246
28600,64,Shawshank Redemption,5,457
28601,153,Fish Called Wanda,4,521
28602,153,Fish Called Wanda,2,503
28603,294,Liar Liar (1997),4,220
28604,403,Batman (1989),4,442
28605,1528,Nowhere (1997),2,445
28606,562,Quick and the Dead,1,425
28607,255,My Best Friend's Wedding (1997),3,435
28608,376,Houseguest (1994),3,56
28609,597,Eraser (1996),1,425
28610,427,To Kill a Mockingbird (1962),5,499
28611,56,Pulp Fiction (1994),2,393
28612,24,Rumble in the Bronx (1995),4,189
28613,412,Very Brady Sequel,2,532
28614,274,Sabrina (1995),1,269
28615,604,It Happened One Night (1934),4,354
28616,408,Close Shave,4,75
28617,414,My Favorite Year (1982),3,194
28618,546,Broken Arrow (1996),3,117
28619,411,Nutty Professor,4,406
28620,881,Money Talks (1997),1,445
28621,482,Some Like It Hot (1959),4,154
28622,463,Secret of Roan Inish,3,142
28623,99,Snow White and the Seven Dwarfs (1937),4,450
28624,248,Grosse Pointe Blank (1997),3,467
28625,276,Leaving Las Vegas (1995),4,185
28626,684,In the Line of Fire (1993),4,8
28627,512,Wings of Desire (1987),3,380
28628,923,Raise the Red Lantern (1991),5,469
28629,275,Sense and Sensibility (1995),4,299
28630,28,Apollo 13 (1995),4,301
28631,206,Akira (1988),2,542
28632,213,Room with a View,5,358
28633,319,Everyone Says I Love You (1996),4,500
28634,392,Man Without a Face,3,94
28635,79,Fugitive,5,291
28636,535,Addicted to Love (1997),4,530
28637,111,Truth About Cats & Dogs,4,185
28638,255,My Best Friend's Wedding (1997),4,101
28639,358,Spawn (1997),2,99
28640,181,Return of the Jedi (1983),4,376
28641,281,River Wild,1,255
28642,199,Bridge on the River Kwai,5,296
28643,568,Speed (1994),4,320
28644,11,Seven (Se7en) (1995),3,498
28645,607,Rebecca (1940),5,450
28646,473,James and the Giant Peach (1996),2,416
28647,100,Fargo (1996),3,521
28648,692,American President,5,532
28649,261,Air Bud (1997),1,21
28650,79,Fugitive,5,130
28651,79,Fugitive,5,217
28652,1401,M. Butterfly (1993),3,496
28653,285,Secrets & Lies (1996),4,535
28654,24,Rumble in the Bronx (1995),4,67
28655,1283,Out to Sea (1997),3,141
28656,109,Mystery Science Theater 3000: The Movie (1996),3,125
28657,149,Jude (1996),4,59
28658,286,English Patient,5,355
28659,215,Field of Dreams (1989),4,454
28660,312,Midnight in the Garden of Good and Evil (1997),3,537
28661,127,Godfather,5,501
28662,512,Wings of Desire (1987),5,308
28663,690,Seven Years in Tibet (1997),1,9
28664,230,Star Trek IV: The Voyage Home (1986),1,194
28665,781,French Kiss (1995),5,87
28666,1444,That Darn Cat! (1965),1,496
28667,228,Star Trek: The Wrath of Khan (1982),4,249
28668,476,First Wives Club,2,144
28669,928,Craft,4,524
28670,550,Die Hard: With a Vengeance (1995),3,466
28671,475,Trainspotting (1996),4,250
28672,1178,Major Payne (1994),3,436
