movie_id,movie_name,count
1191,Letter From Death Row,2
1467,Saint of Fort Washington,2
43,Disclosure (1994),1
1184,Endless Summer 2,1
791,Baby-Sitters Club,1
1054,Mr. Wrong (1996),1
972,Passion Fish (1992),1
395,Robin Hood: Men in Tights (1993),1
967,Little Lord Fauntleroy (1936),1
894,Home Alone 3 (1997),1
1313,Palmetto (1998),1
903,Afterglow (1997),1
1064,Crossfire (1947),1
1470,Gumby: The Movie (1995),1
1597,Romper Stomper (1992),1
812,Andre (1994),1
1301,Stripes (1981),1
1127,Truman Show,1
1258,Trial and Error (1997),1
84,Robert A. Heinlein's The Puppet Masters (1994),1
1052,Dracula: Dead and Loving It (1995),1
1252,Contempt (M�pris,1
444,Blob,1
790,Tommy Boy (1995),1
264,Mimic (1997),1
1043,Rent-a-Kid (1995),1
368,Bio-Dome (1996),1
373,Judge Dredd (1995),1
1155,Rendezvous in Paris (Rendez-vous de Paris,1
976,Solo (1996),1
1158,Fille seule,1
1468,Cure,1
950,Georgia (1995),1
962,Ruby in Paradise (1993),1
978,Heaven's Prisoners (1996),1
802,Hard Target (1993),1
1026,Lay of the Land,1
818,Girl 6 (1996),1
840,Last Man Standing (1996),1
1427,Drunks (1995),1
1206,Amos & Andrew (1993),1
574,Boxing Helena (1993),1
637,Howling,1
74,Faster Pussycat! Kill! Kill! (1965),1
1275,Killer (Bulletproof Heart) (1994),1
35,Free Willy 2: The Adventure Home (1995),1
1202,Maybe,1
441,Amityville Horror,1
775,Something to Talk About (1995),1
1283,Out to Sea (1997),1
571,Another Stakeout (1993),1
1040,Two if by Sea (1996),1
869,Fools Rush In (1997),1
1431,Legal Deceit (1997),1
940,Airheads (1994),1
808,Program,1
988,Beautician and the Beast,1
376,Houseguest (1994),1
832,Bogus (1996),1
935,Paradise Road (1997),1
551,Lord of Illusions (1995),1
1421,My Crazy Life (Mi vida loca) (1993),1
619,Extreme Measures (1996),1
1243,Night Flier (1997),1
1355,Infinity (1996),1
388,Beverly Hills Cop III (1994),1
375,Showgirls (1995),1
407,Spy Hard (1996),1
1514,Dream With the Fishes (1997),1
1037,Grease 2 (1982),1
1529,Underground (1995),1
667,Audrey Rose (1977),1
363,Sudden Death (1995),1
848,Murder,1
809,Rising Sun (1993),1
585,Son in Law (1993),1
1284,Before and After (1996),1
700,Miami Rhapsody (1995),1
112,Flipper (1996),1
1128,Heidi Fleiss: Hollywood Madam (1995),1
1656,Little City (1998),1
1463,Boys,1
267,unknown,1
1653,Entertaining Angels: The Dorothy Day Story (1996),1
991,Keys to Tulsa (1997),1
1148,Tom & Viv (1994),1
1030,Beverly Hillbillies,1
1141,War Room,1
1211,Blue Sky (1994),1
1205,Secret Agent,1
353,Deep Rising (1998),1
105,Sgt. Bilko (1996),1
764,If Lucy Fell (1996),1
1147,My Family (1995),1
454,Bastard Out of Carolina (1996),1
78,Free Willy (1993),1
1229,Poison Ivy II (1995),1
1469,Tom and Huck (1995),1
834,Halloween: The Curse of Michael Myers (1995),1
400,Little Rascals,1
1642,Some Mother's Son (1996),1
1273,Color of Night (1994),1
704,House of the Spirits,1
1598,City of Industry (1997),1
1495,Flirt (1995),1
570,Wyatt Earp (1994),1
738,Threesome (1994),1
1459,Madame Butterfly (1995),1
456,Beverly Hills Ninja (1997),1
1056,Cronos (1992),1
862,Jingle All the Way (1996),1
1439,Jason's Lyric (1994),1
1198,Purple Noon (1960),1
973,Grateful Dead (1995),1
569,Wolf (1994),1
1472,Visitors,1
1075,Man of No Importance,1
1281,Manny & Lo (1996),1
829,Fled (1996),1
1234,Chairman of the Board (1998),1
905,Great Expectations (1998),1
1120,I'm Not Rappaport (1996),1
891,Bent (1997),1
860,Believers,1
1133,Escape to Witch Mountain (1975),1
885,Phantoms (1998),1
743,Crow: City of Angels,1
34,Doom Generation,1
1605,Love Serenade (1996),1
335,How to Be a Player (1997),1
838,In the Line of Duty 2 (1987),1
254,Batman & Robin (1997),1
1116,Mark of Zorro,1
1620,Sixth Man,1
1394,Swept from the Sea (1997),1
1078,Oliver & Company (1988),1
247,Turbo: A Power Rangers Movie (1997),1
1295,Kicked in the Head (1997),1
1316,Horse Whisperer,1
110,Operation Dumbo Drop (1995),1
797,Timecop (1994),1
1242,Old Lady Who Walked in the Sea,1
18,White Balloon,1
383,Flintstones,1
712,Tin Men (1987),1
1239,Cutthroat Island (1995),1
1450,Golden Earrings (1947),1
1260,Total Eclipse (1995),1
1238,Full Speed (1996),1
348,Desperate Measures (1998),1
890,Mortal Kombat: Annihilation (1997),1
130,Kansas City (1996),1
1032,Little Big League (1994),1
621,Davy Crockett,1
688,Leave It to Beaver (1997),1
1446,Bye Bye,1
1029,Jury Duty (1995),1
1398,Anna (1996),1
635,Fog,1
1443,8 Seconds (1994),1
1222,Judgment Night (1993),1
982,Maximum Risk (1996),1
145,Lawnmower Man,1
1311,Waiting to Exhale (1995),1
1357,For the Moment (1994),1
1150,Last Dance (1996),1
422,Aladdin and the King of Thieves (1996),1
1232,Madonna: Truth or Dare (1991),1
1207,Jade (1995),1
1419,Highlander III: The Sorcerer (1994),1
1132,Feeling Minnesota (1996),1
1381,Losing Chase (1996),1
1144,Quiet Room,1
828,Alaska (1996),1
1639,Bitter Sugar (Azucar Amargo) (1996),1
413,Tales from the Crypt Presents: Bordello of Blood (1996),1
1187,Switchblade Sisters (1975),1
901,Mr. Magoo (1997),1
1104,C'est arriv� pr�s de chez vous (1992),1
771,Johnny Mnemonic (1995),1
1483,Man in the Iron Mask,1
1434,Shooting Fish (1997),1
1117,Surviving Picasso (1996),1
1001,Stupids,1
776,Three Wishes (1995),1
841,Glimmer Man,1
1396,Stonewall (1995),1
1594,Everest (1998),1
1294,Ayn Rand: A Sense of Life (1997),1
1177,Dunston Checks In (1996),1
1138,Best Men (1997),1
1599,Someone Else's America (1995),1
1389,Mondo (1996),1
1448,My Favorite Season (1993),1
1475,Bhaji on the Beach (1993),1
1617,Hugo Pool (1997),1
1125,Innocents,1
1413,Street Fighter (1994),1
1388,Gabbeh (1996),1
1347,Ballad of Narayama,1
1479,Reckless (1995),1
1537,Cosi (1996),1
1503,Gold Diggers: The Secret of Bear Mountain (1995),1
1589,Schizopolis (1996),1
868,Hearts and Minds (1996),1
1607,Hurricane Streets (1998),1
1540,Amazing Panda Adventure,1
1237,Twisted (1996),1
1400,Picture Bride (1995),1
964,Month by the Lake,1
548,NeverEnding Story III,1
1600,Guantanamera (1994),1
626,So Dear to My Heart (1949),1
1111,Double Happiness (1994),1
1031,Lassie (1994),1
1410,Harlem (1993),1
1516,Wedding Gift,1
1201,Marlene Dietrich: Shadow and Light (1996),1
1429,Sliding Doors (1998),1
1491,Tough and Deadly (1995),1
1499,Grosse Fatigue (1994),1
1358,The Deadly Cure (1996),1
1629,Nico Icon (1995),1
1377,Hotel de Love (1996),1
1344,Story of Xinghua,1
1536,Aiqing wansui (1994),1
1306,Delta of Venus (1994),1
814,Great Day in Harlem,1
1122,They Made Me a Criminal (1939),1
586,Terminal Velocity (1994),0
981,Dangerous Ground (1997),0
1338,Two Deaths (1995),0
948,Booty Call (1997),0
1108,Feast of July (1995),0
824,Great White Hype,0
1523,Good Man in Africa,0
594,Heavy (1995),0
440,Amityville II: The Possession (1982),0
1444,That Darn Cat! (1965),0
1625,Nightwatch (1997),0
817,Frisk (1995),0
1326,Boys (1996),0
1489,Chasers (1994),0
446,Burnt Offerings (1976),0
1676,War at Home,0
565,Village of the Damned (1995),0
1552,Hunted,0
1336,Kazaam (1996),0
1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),0
1440,Above the Rim (1994),0
1180,I Love Trouble (1994),0
804,Jimmy Hollywood (1994),0
1497,Line King: Al Hirschfeld,0
1013,Anaconda (1997),0
1253,Tie That Binds,0
1331,Last Klezmer: Leopold Kozlowski,0
1082,Female Perversions (1996),0
819,Eddie (1996),0
714,Carrington (1995),0
1274,Robocop 3 (1993),0
698,Browning Version,0
931,Island of Dr. Moreau,0
1124,Farewell to Arms,0
858,Amityville: Dollhouse (1996),0
1181,Low Down Dirty Shame,0
920,Two Bits (1995),0
560,Kid in King Arthur's Court,0
1200,Kim (1950),0
1228,Under Siege 2: Dark Territory (1995),0
1231,Marked for Death (1990),0
1091,Pete's Dragon (1977),0
1279,Wild America (1997),0
1560,Clean Slate (Coup de Torchon) (1981),0
1631,Slingshot,0
1531,Far From Home: The Adventures of Yellow Dog (1995),0
540,Money Train (1995),0
773,Mute Witness (1994),0
1376,Meet Wally Sparks (1997),0
1248,Blink (1994),0
1387,Fall (1997),0
1619,All Things Fair (1996),0
104,Theodore Rex (1995),0
1224,Scout,0
1164,Zeus and Roxanne (1997),0
1481,S.F.W. (1994),0
1077,Love and a .45 (1994),0
1215,Barb Wire (1996),0
564,Tales from the Hood (1995),0
1422,Suture (1993),0
1515,Wings of Courage (1995),0
1320,Homage (1995),0
1399,Stranger in the House (1997),0
36,Mad Love (1995),0
296,Promesse,0
1162,Phat Beach (1996),0
1372,Stranger,0
1312,Pompatus of Love,0
1333,Midnight Dancers (Sibak) (1994),0
1178,Major Payne (1994),0
1585,American Dream (1990),0
1608,Buddy (1997),0
1165,Big Bully (1996),0
1408,Gordy (1995),0
1382,Bonheur,0
783,Milk Money (1994),0
374,Mighty Morphin Power Rangers: The Movie (1995),0
1553,Underneath,0
1386,Tetsuo II: Body Hammer (1992),0
1173,Bliss (1997),0
1339,Stefano Quantestorie (1993),0
555,White Man's Burden (1995),0
1668,Wedding Bell Blues (1996),0
1335,American Buffalo (1996),0
1092,Dear God (1996),0
1255,Broken English (1996),0
1315,Inventing the Abbotts (1997),0
1415,Next Karate Kid,0
786,Perez Family,0
1072,Pyromaniac's Love Story,0
677,Fire on the Mountain (1996),0
784,Beyond Bedlam (1993),0
1380,Hollow Reed (1996),0
1324,Loaded (1994),0
933,Funeral,0
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),0
1289,Jack and Sarah (1995),0
929,Harriet the Spy (1996),0
1267,Clockers (1995),0
795,Richie Rich (1994),0
1327,Captives (1994),0
911,Twilight (1998),0
1488,Germinal (1993),0
1435,Steal Big,0
917,Mercury Rising (1998),0
598,Big Squeeze,0
669,Body Parts (1991),0
983,Rich Man's Wife,0
1662,Rough Magic (1995),0
1276,Sunset Park (1996),0
415,Apple Dumpling Gang,0
996,Big Green,0
1100,What Happened Was... (1994),0
1088,Double Team (1997),0
1196,Savage Nights (Nuits fauves,0
103,All Dogs Go to Heaven 2 (1996),0
893,For Richer or Poorer (1997),0
1528,Nowhere (1997),0
767,Addiction,0
1478,Dead Presidents (1995),0
1432,Mighty,0
1225,Angus (1995),0
765,Boomerang (1992),0
1246,Bushwhacked (1995),0
1049,House Arrest (1996),0
1509,Getting Even with Dad (1994),0
1182,Cops and Robbersons (1994),0
1484,Jerky Boys,0
807,Poetic Justice (1993),0
1445,Ladybird Ladybird (1994),0
1003,That Darn Cat! (1997),0
1664,8 Heads in a Duffel Bag (1997),0
1412,Land Before Time III: The Time of the Great Giving (1995) (V),0
798,Bad Company (1995),0
1076,Pagemaster,0
438,Amityville 3-D (1983),0
1423,Walking Dead,0
1161,Palookaville (1996),0
545,Vampire in Brooklyn (1995),0
442,Amityville Curse,0
1226,Night Falls on Manhattan (1997),0
870,Touch (1997),0
1456,Beat the Devil (1954),0
1270,Life with Mikey (1993),0
1663,Nothing Personal (1995),0
1071,Party Girl (1995),0
1424,I Like It Like That (1994),0
1383,Second Jungle Book: Mowgli & Baloo,0
1442,Scarlet Letter,0
801,Air Up There,0
397,Striking Distance (1993),0
1057,Pallbearer,0
859,April Fool's Day (1986),0
1219,Goofy Movie,0
1185,In the Army Now (1994),0
1409,Swan Princess,0
1518,Losing Isaiah (1995),0
1392,Locusts,0
1498,Farmer & Chase (1995),0
643,The Innocent (1994),0
725,Exit to Eden (1994),0
1023,Fathers' Day (1997),0
779,Drop Zone (1994),0
1587,Terror in a Texas Town (1958),0
1212,Flesh and Bone (1993),0
1397,Of Human Bondage (1934),0
1630,Silence of the Palace,0
1259,Pie in the Sky (1995),0
1254,Gone Fishin' (1997),0
1541,Beans of Egypt,0
1102,Two Much (1996),0
910,Nil By Mouth (1997),0
1209,Mixed Nuts (1994),0
803,Heaven & Earth (1993),0
1667,Next Step,0
1646,Men With Guns (1997),0
1384,Squeeze (1996),0
590,Hellraiser: Bloodline (1996),0
1257,Designated Mourner,0
1418,Joy Luck Club,0
1586,Lashou shentan (1992),0
999,Clean Slate (1994),0
1002,Pest,0
1406,When Night Is Falling (1995),0
146,Unhook the Stars (1996),0
1291,Celtic Pride (1996),0
1343,Lotto Land (1995),0
706,Bad Moon (1996),0
1216,Kissed (1996),0
406,Thinner (1996),0
1652,Temptress Moon (Feng Yue) (1996),0
1604,He Walked by Night (1948),0
1263,Foxfire (1996),0
1474,Nina Takes a Lover (1994),0
1055,Simple Twist of Fate,0
1106,Newton Boys,0
1573,Spirits of the Dead (Tre passi nel delirio) (1968),0
1365,Johnny 100 Pesos (1993),0
1004,Geronimo: An American Legend (1993),0
1535,Enfer,0
1613,Tokyo Fist (1995),0
398,Super Mario Bros. (1993),0
1476,Raw Deal (1948),0
918,City of Angels (1998),0
37,Nadja (1994),0
668,Blood Beach (1981),0
577,Coneheads (1993),0
1626,Nobody Loves Me (Keiner liebt mich) (1994),0
927,Flower of My Secret,0
1378,Rhyme & Reason (1997),0
1360,Sexual Life of the Belgians,0
1578,Collectionneuse,0
1544,It Takes Two (1995),0
1297,Love Affair (1994),0
457,Free Willy 3: The Rescue (1997),0
1329,Low Life,0
620,Chamber,0
75,Brother Minister: The Assassination of Malcolm X (1994),0
1526,Witness (1985),0
1112,Cobb (1994),0
1436,Mr. Jones (1993),0
1416,No Escape (1994),0
1179,Man of the House (1995),0
556,Wild Bill (1995),0
726,Fluke (1995),0
1590,To Have,0
734,Made in America (1993),0
1571,Touki Bouki (Journey of the Hyena) (1973),0
377,Heavyweights (1994),0
587,Hour of the Pig,0
539,Mouse Hunt (1997),0
1305,National Lampoon's Senior Trip (1995),0
1235,Big Bang Theory,0
1285,Princess Caraboo (1994),0
1151,Original Gangstas (1996),0
1230,Ready to Wear (Pret-A-Porter) (1994),0
1521,Mr. Wonderful (1993),0
1657,Target (1995),0
1407,Specialist,0
1319,Neon Bible,0
728,Junior (1994),0
1391,For Ever Mozart (1996),0
1433,Men of Means (1998),0
1183,Cowboy Way,0
1213,Guilty as Sin (1993),0
1323,Wooden Man's Bride,0
985,Blood & Wine (1997),0
1303,Getaway,0
1087,Bloodsport 2 (1995),0
1318,Catwalk (1995),0
1517,Race the Sun (1996),0
1083,Albino Alligator (1996),0
1454,Angel and the Badman (1947),0
1425,I'll Do Anything (1994),0
1107,Beyond Rangoon (1995),0
1145,Blue Chips (1994),0
1317,Journey of August King,0
759,Fair Game (1995),0
766,Man of the Year (1995),0
1208,Kiss of Death (1995),0
1555,Secret Adventures of Tom Thumb,0
719,Canadian Bacon (1994),0
758,Lawnmower Man 2: Beyond Cyberspace (1996),0
1214,In the Realm of the Senses (Ai no corrida) (1976),0
1411,Barbarella (1968),0
1300,'Til There Was You (1997),0
1299,Penny Serenade (1941),0
453,Jaws 3-D (1983),0
1522,Trial by Jury (1994),0
579,Fatal Instinct (1993),0
1337,Larger Than Life (1996),0
1402,Ciao,0
997,Stuart Saves His Family (1995),0
1430,Ill Gotten Gains (1997),0
1615,Warriors of Virtue (1997),0
1081,Curdled (1996),0
424,Children of the Corn: The Gathering (1996),0
970,Hear My Song (1991),0
1583,Invitation,0
1611,Intimate Relations (1996),0
1371,Machine,0
1437,House Party 3 (1994),0
1271,North (1994),0
1554,Safe Passage (1994),0
1261,Run of the Country,0
1345,Day the Sun Turned Cold,0
1140,Road to Wellville,0
1603,Angela (1995),0
1370,I Can't Sleep (J'ai pas sommeil) (1994),0
1636,Brothers in Trouble (1995),0
1551,Glass Shield,0
1504,Bewegte Mann,0
1464,Stars Fell on Henrietta,0
1549,Dream Man (1995),0
1186,Inkwell,0
1486,Girl in the Cadillac (1995),0
1249,For Love or Money (1993),0
1548,The Courtyard (1995),0
1334,Somebody to Love (1994),0
861,Nosferatu a Venezia (1986),0
1351,Lover's Knot (1996),0
1665,Brother's Kiss,0
782,Little Odessa (1994),0
1679,B. Monkey (1998),0
1496,Carpool (1996),0
1369,Forbidden Christ,0
1658,Substance of Fire,0
1385,Roseanna's Grave (For Roseanna) (1997),0
1346,Dingo (1992),0
1287,Ed (1996),0
1393,Stag (1997),0
830,Power 98 (1995),0
1485,Colonel Chabert,0
1328,Of Love and Shadows (1994),0
1068,Star Maker,0
1420,Gilligan's Island: The Movie (1998),0
1471,Hideaway (1995),0
1519,New Jersey Drive (1995),0
1565,Daens (1992),0
1250,Best of the Best 3: No Turning Back (1995),0
1510,Mad Dog Time (1996),0
1506,Nelly & Monsieur Arnaud (1995),0
757,Across the Sea of Time (1995),0
1314,Surviving the Game (1994),0
1322,Metisse (Caf� au Lait) (1993),0
1465,Last Summer in the Hamptons (1995),0
912,U.S. Marshalls (1998),0
1681,You So Crazy (1994),0
1417,Turning,0
1576,Hungarian Fairy Tale,0
1361,Search for One-eye Jimmy,0
1546,Shadows (Cienie) (1988),0
1223,King of the Hill (1993),0
1650,Butcher Boy,0
1534,Twin Town (1997),0
1660,Small Faces (1995),0
1264,Nothing to Lose (1994),0
1577,Death in the Garden (Mort en ce jardin,0
1272,Talking About Sex (1994),0
1342,Convent,0
439,Amityville: A New Generation (1993),0
1525,Object of My Affection,0
1487,Even Cowgirls Get the Blues (1993),0
1480,Herbie Rides Again (1974),0
1530,Jefferson in Paris (1995),0
1441,Moonlight and Valentino (1995),0
1227,Awfully Big Adventure,0
1352,Shadow of Angels (Schatten der Engel) (1976),0
1395,Hurricane Streets (1998),0
1511,Children of the Revolution (1996),0
1632,Land and Freedom (Tierra y libertad) (1995),0
1616,Desert Winds (1995),0
1547,Show,0
1247,Bad Girls (1994),0
822,Faces (1968),0
957,Pushing Hands (1992),0
1644,Sudden Manhattan (1996),0
437,Amityville 1992: It's About Time (1992),0
1610,Truth or Consequences,0
1290,Country Life (1994),0
1564,To Cross the Rubicon (1991),0
1556,Condition Red (1995),0
1307,Carmen Miranda: Bananas Is My Business (1994),0
1477,Nightwatch (1997),0
1659,Getting Away With Murder (1996),0
1490,Fausto (1993),0
994,Last Time I Committed Suicide,0
907,Vermin (1998),0
1288,Denise Calls Up (1995),0
799,Boys Life (1995),0
1374,Falling in Love Again (1980),0
1438,Panther (1995),0
1609,B*A*P*S (1997),0
1000,Lightning Jack (1994),0
1390,Innocent Sleep,0
1572,Wend Kuuni (God's Gift) (1982),0
788,Relative Fear (1994),0
666,Blood For Dracula (Andy Warhol's Dracula) (1974),0
314,3 Ninjas: High Noon At Mega Mountain (1998),0
1330,An Unforgettable Summer (1994),0
1622,Paris,0
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),0
1673,Mirage (1995),0
1292,Simple Wish,0
1641,Dadetown (1995),0
1460,Sleepover (1995),0
839,Loch Ness (1995),0
1502,Naked in New York (1994),0
1538,All Over Me (1997),0
1123,Last Time I Saw Paris,0
1593,Death in Brunswick (1991),0
1379,Love and Other Catastrophes (1996),0
1455,Outlaw,0
1655,Favor,0
1567,Careful (1992),0
1651,Spanish Prisoner,0
1533,I Don't Want to Talk About It (De eso no se habla) (1993),0
1647,Hana-bi (1997),0
987,Underworld (1997),0
1532,Foreign Student (1994),0
1256,Designated Mourner,0
777,Castle Freak (1995),0
1545,Frankie Starlight (1995),0
1508,Babysitter,0
1458,Damsel in Distress,0
600,Daniel Defoe's Robinson Crusoe (1996),0
1678,Mat' i syn (1997),0
1671,Further Gesture,0
1241,Van,0
1130,Jupiter's Wife (1994),0
1096,Commandments (1997),0
1513,Sprung (1997),0
1403,Caro Diario (Dear Diary) (1994),0
1353,1-900 (1994),0
1561,Tigrero: A Film That Was Never Made (1994),0
1562,Eye of Vichy,0
1570,Quartier Mozart (1992),0
1648,Niagara,0
1649,Big One,0
1146,Calendar Girl (1993),0
1645,Butcher Boy,0
1661,New Age,0
1447,Century (1993),0
1677,Sweet Nothing (1995),0
1304,New York Cop (1996),0
1527,Senseless (1998),0
1309,Very Natural Thing,0
897,Time Tracers (1995),0
1568,Vermont Is For Lovers (1992),0
1543,Johns (1996),0
1520,Fear,0
1672,Kika (1993),0
1606,Deceiver (1997),0
1080,Celestial Clockwork (1994),0
857,Paris Was a Woman (1995),0
1550,Destiny Turns on the Radio (1995),0
1457,Love Is All There Is (1996),0
1638,Normal Life (1996),0
1621,Butterfly Kiss (1995),0
1414,Coldblooded (1995),0
1321,Open Season (1996),0
1362,American Strays (1996),0
1581,Woman in Question,0
599,Police Story 4: Project S (Chao ji ji hua) (1993),0
913,Love and Death on Long Island (1997),0
1682,Scream of Stone (Schrei aus Stein) (1991),0
1359,Boys in Venice (1996),0
1588,Salut cousin! (1996),0
1461,Here Comes Cookie (1935),0
1539,Being Human (1993),0
1308,Babyfever (1994),0
1635,Two Friends (1986),0
1602,Price Above Rubies,0
1340,Crude Oasis,0
1557,Yankee Zulu (1994),0
1341,Hedd Wyn (1992),0
1363,Leopard Son,0
1614,Reluctant Debutante,0
1601,Office Killer (1997),0
1640,Eighth Day,0
1637,Girls Town (1996),0
1348,Every Other Weekend (1990),0
1680,Sliding Doors (1998),0
1542,Scarlet Letter,0
1505,Killer: A Journal of Murder (1995),0
1310,Walk in the Sun,0
1373,Good Morning (1971),0
992,Head Above Water (1996),0
1627,Wife,0
1670,Tainted (1998),0
1575,I,0
1356,Ed's Next Move (1996),0
1350,Crows and Sparrows (1949),0
1566,Man from Down Under,0
1623,C�r�monie,0
852,Bloody Child,0
1027,Shooter,0
1654,Chairman of the Board (1998),0
1584,Symphonie pastorale,0
1618,King of New York (1990),0
1452,Lady of Burlesque (1943),0
1595,Shopping (1994),0
1559,Hostile Intentions (1994),0
1563,Promise,0
1493,Modern Affair,0
1494,Mostro,0
1569,Vie est belle,0
711,Substance of Fire,0
1236,Other Voices,0
1579,Baton Rouge (1988),0
1366,JLG/JLG - autoportrait de d�cembre (1994),0
1574,Pharaoh's Army (1995),0
1666,Ripe (1996),0
1349,Mille bolle blu (1993),0
1507,Three Lives and Only One Death (1996),0
1156,Cyclo (1995),0
1453,Angel on My Shoulder (1946),0
1596,Nemesis 2: Nebula (1995),0
1482,Gate of Heavenly Peace,0
1633,� k�ldum klaka (Cold Fever) (1994),0
1674,Mamma Roma (1962),0
1582,T-Men (1947),0
1624,Hush (1998),0
1364,Bird of Prey (1996),0
1580,Liebelei (1933),0
1492,Window to Paris (1994),0
1354,Venice/Venice (1992),0
1675,Sunchaser,0
1669,MURDER and murder (1996),0
1325,August (1996),0
